query,lat,lon,lat_min,lat_max,lon_min,lon_max
27th and Telegraph CA USA,37.8128233,-122.2685736,37.8127733,37.8128733,-122.2686236,-122.2685236
"3800 San Pablo Ave, Oakland CA USA",37.8495466,-122.2857841,37.8490859,37.8498113,-122.2858678,-122.2856387
Broadway & 7th St (57883) Oakland,52.0353825,-1.8618609,52.0153825,52.0553825,-1.8818609,-1.8418609
New Park Mall (51112) Newark,NA,NA,NA,NA,NA,NA
Fremont Bart Fremont,37.5575875,-121.9772771,37.5575375,37.5576375,-121.9773271,-121.9772271
N/A CA USA,34.2727885,-119.2609533,34.2727385,34.2728385,-119.2610033,-119.2609033
Union City CA USA,37.5963232,-122.0816297,37.5613645,37.6366008,-122.0967521,-121.93978
safeway Alameda,37.7855228,-122.280567,37.7854728,37.7855728,-122.280617,-122.280517
Oakland CA USA,37.8044557,-122.2713563,37.6336763,37.8854257,-122.355881,-122.1144203
"Newark, CA CA USA",37.5296593,-122.0402399,37.4776311,37.5636823,-122.070899,-121.9877906
Broadway & 12th St (12th St BART) (51111) Oakland,52.0353825,-1.8618609,52.0153825,52.0553825,-1.8818609,-1.8418609
Broadway & 12th St (12th St BART) (50212) Oakland,52.0353825,-1.8618609,52.0153825,52.0553825,-1.8818609,-1.8418609
San Pablo Av & Channing Way (50344) Berkeley,37.9569006,-122.3375187,37.9566735,37.9569006,-122.3375187,-122.3372024
Hilltop Mall (57888) Richmond,37.9806212,-122.32844102727108,37.9780757,37.9833442,-122.3326542,-122.3242347
Eastlake Oakland,37.7993576,-122.1952985,37.7987186,37.799937,-122.1956237,-122.1945552
San leandro bart San Leandro,37.7215513,-122.160358,37.7215013,37.7216013,-122.160408,-122.160308
na Oakland,40.4470403,-79.9533557,40.4413628,40.4603095,-79.9633837,-79.9465034
Lake Park Oakland,39.660849150000004,-88.02261553916114,39.6593859,39.6620985,-88.0237077,-88.0217832
San Pablo Av & Garvin Av (58884) Richmond,37.9569006,-122.3375187,37.9566735,37.9569006,-122.3375187,-122.3372024
Shattuck Av & Allston Way (52808) Berkeley,37.8480994,-122.265547,37.8445156,37.8520303,-122.2660822,-122.2650837
14th St & Broadway (12th St BART) (55503) Oakland,40.7380466,-73.9963408,40.7330466,40.7430466,-74.0013408,-73.9913408
Bay Bridge CA USA,37.8561986,-122.4785111,37.8561486,37.8562486,-122.4785611,-122.4784611
Monroe Av & Jackson St (51782) Albany,43.4953982,-97.2113232,43.488106,43.4997434,-97.21171,-97.2111151
San Pablo Av & 40th St (55535) Oakland,37.9569006,-122.3375187,37.9566735,37.9569006,-122.3375187,-122.3372024
east 14th and 159th San Leandro,NA,NA,NA,NA,NA,NA
Telegraph Av & 27th St (51634) Oakland,51.4907794,0.0047589,51.4907546,51.4907947,0.004704,0.0048864
MacArthur Blvd & 62nd Av (55272) Oakland,37.7929815,-122.1999207,37.7927757,37.7930757,-122.2000027,-122.1997396
W Grand Av & Mandela Pkwy (52585) Oakland,41.9301328,-87.8796215,41.9301303,41.9301371,-87.8798309,-87.8795036
11th St & Harrison St (58888) Oakland,39.9517977,-75.1583456,39.9467977,39.9567977,-75.1633456,-75.1533456
Telegraph Av & 34th St (54334) Oakland,51.4907794,0.0047589,51.4907546,51.4907947,0.004704,0.0048864
na CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
na CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
Solano and San Pablo CA USA,NA,NA,NA,NA,NA,NA
"Alameda, Oakland CA USA",37.7982203,-122.23138521258551,37.7968715,37.799542,-122.2332395,-122.2295763
between Clay and Jefferson Oakland,NA,NA,NA,NA,NA,NA
92nd International Oakland,NA,NA,NA,NA,NA,NA
Aberdeen Way and Lancaster Richmond,37.9750269,-122.3407562,37.9735227,37.9750467,-122.3416873,-122.3390624
Hesperian Blvd & Sueirro St (57734) Hayward,37.6171787,-122.0884276,37.6171787,37.6172798,-122.088488,-122.0884276
Broadway Oakland,40.1236518,-88.2076268,40.1236018,40.1237018,-88.2076768,-88.2075768
11th St & Harrison St (58888) Oakland,39.9517977,-75.1583456,39.9467977,39.9567977,-75.1633456,-75.1533456
Richmond BART (51646) Richmond,37.9364829,-122.3538432,37.9364329,37.9365329,-122.3538932,-122.3537932
International and 65th Oakland,NA,NA,NA,NA,NA,NA
64th St. at Market St. Emeryville,NA,NA,NA,NA,NA,NA
Hilltop Mall (55455) Richmond,37.9806212,-122.32844102727108,37.9780757,37.9833442,-122.3326542,-122.3242347
University and MLK Berkeley,NA,NA,NA,NA,NA,NA
solano CA USA,38.2218938,-121.9163555,38.0319006,38.540307,-122.4070422,-121.5932881
Grand Ave and Mandana Oakland,NA,NA,NA,NA,NA,NA
na na,44.5349559,4.0038687,44.5349059,44.5350059,4.0038187,4.0039187
City Center NB (52584) Oakland,46.405275,-67.5616855,46.385275,46.425275,-67.5816855,-67.5416855
N/A CA USA,34.2727885,-119.2609533,34.2727385,34.2728385,-119.2610033,-119.2609033
8th St & Harrison St (59222) Oakland,39.9511591,-75.1537918,39.9461591,39.9561591,-75.1587918,-75.1487918
Ashby Ave Berkeley,37.8548305,-122.2688112,37.8547345,37.8549884,-122.2689742,-122.2685541
Salesforce Transit Center Bay 32 (50032) San Francisco,37.7899223,-122.3956266,37.7898723,37.7899723,-122.3956766,-122.3955766
San Pablo Av & 40th St (55535) Emeryville,37.9569006,-122.3375187,37.9566735,37.9569006,-122.3375187,-122.3372024
NA NA,44.5349559,4.0038687,44.5349059,44.5350059,4.0038187,4.0039187
NA NA,44.5349559,4.0038687,44.5349059,44.5350059,4.0038187,4.0039187
NA NA,44.5349559,4.0038687,44.5349059,44.5350059,4.0038187,4.0039187
adeline &amp; w. grand ave CA USA,42.1433589,-89.4903897,42.135841,42.144582,-89.4970168,-89.486896
MacArthur Blvd & Fruitvale Av (51267) Oakland,37.7929815,-122.1999207,37.7927757,37.7930757,-122.2000027,-122.1997396
Richmond bart Richmond,37.9364829,-122.3538432,37.9364329,37.9365329,-122.3538932,-122.3537932
2271 High ST Oakland,37.77970775,-122.20726730128554,37.7796443,37.7797833,-122.2073715,-122.2071629
Broadway & W MacArthur Blvd (50147) Oakland,52.0353825,-1.8618609,52.0153825,52.0553825,-1.8818609,-1.8418609
Shattuck Av & Kittredge St (55999) Berkeley,37.8480994,-122.265547,37.8445156,37.8520303,-122.2660822,-122.2650837
San Pablo Av & 30th St (56644) Oakland,37.9569006,-122.3375187,37.9566735,37.9569006,-122.3375187,-122.3372024
Robert Davey Jr Dr & Oyster Pond Rd (55024) Alameda,37.7440502,-122.2393669,37.7440502,37.7442378,-122.2396373,-122.2393669
Hayward BART (50511) Hayward,37.669764,-122.086625,37.669714,37.669814,-122.086675,-122.086575
Seminary and International Oakland,37.7648842,-122.1993054,37.7648342,37.7649342,-122.1993554,-122.1992554
2516 Washington Fremont,47.6504529,-122.3499861,47.6304529,47.6704529,-122.3699861,-122.3299861
Santa Clara Av & Park St (59255) Alameda,44.1002562,-123.1358173,44.100244000000004,44.1009549,-123.1416346,-123.1300124
E 14th St & 163rd Av (59656) San Leandro,40.5876898,-73.9552431,40.5876898,40.5878773,-73.955267,-73.9552431
E 27th St & Fruitvale Av (54668) Oakland,44.953743,-93.265144,44.953743,44.9537471,-93.267693,-93.2626228
44th & 37th Richmond,-26.2265282,27.8297049,-26.2277427,-26.2260254,27.829548,27.830098
MacDonald Av & 11th St (50136) Richmond,51.5822651,0.2276042,51.5815081,51.5830167,0.2261481,0.2295068
Broadway CA USA,37.5871842,-122.3619067,37.5871342,37.5872342,-122.3619567,-122.3618567
Foothill Blvd & 106th Av (51358) Oakland,37.7959158,-122.2507026,37.7948685,37.7970687,-122.2520042,-122.2495137
n/a CA USA,34.2727885,-119.2609533,34.2727385,34.2728385,-119.2610033,-119.2609033
San Pablo Av & Cutting Blvd (Del Norte BART) (51356) El Cerrito,37.9569006,-122.3375187,37.9566735,37.9569006,-122.3375187,-122.3372024
Fruitvale Oakland,37.7748464,-122.2240955,37.7698464,37.7798464,-122.2290955,-122.2190955
20th and San Pablo Oakland,37.809949149999994,-122.27336529784807,37.8095969,37.8101158,-122.2736524,-122.2731667
College/Dwight CA USA,37.86431565,-122.26687387102272,37.8640947,37.8645322,-122.2671688,-122.2665652
College/Dwight CA USA,37.86431565,-122.26687387102272,37.8640947,37.8645322,-122.2671688,-122.2665652
Na CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
ns CA USA,33.1516946,-117.18157181003649,33.151162,33.1521816,-117.181851,-117.1811261
14th St & Poplar St (53490) Oakland,40.7380466,-73.9963408,40.7330466,40.7430466,-74.0013408,-73.9913408
Fruitvale BART (55886) Oakland,37.7757945,-122.2254889,37.7757445,37.7758445,-122.2255389,-122.2254389
na Oakland,40.4470403,-79.9533557,40.4413628,40.4603095,-79.9633837,-79.9465034
NA CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
CENTER ST. & SHATTUCK AVE. (55559) CA USA,39.2968335,-76.6199624,39.2918335,39.3018335,-76.6249624,-76.6149624
28th & Broadway Oakland,-28.698209,24.7392989,-28.6982367,-28.6981917,24.7386447,24.7397887
B St & Foothill Blvd (51513) Hayward,51.4262731,11.9817057,51.4262731,51.4265597,11.9803143,11.9818183
Chabot College Hayward,37.64266495,-122.10733041002615,37.6387967,37.6464207,-122.1124471,-122.1019607
Fruitvale:Macarthur CA USA,37.8002045,-122.215789,37.8001545,37.8002545,-122.215839,-122.215739
Stanford Oval CA USA,37.4289203,-122.169136,37.4288703,37.4289703,-122.169186,-122.169086
Oakland CA USA,37.8044557,-122.2713563,37.6336763,37.8854257,-122.355881,-122.1144203
Fremont BART (53000) Fremont,37.5575875,-121.9772771,37.5575375,37.5576375,-121.9773271,-121.9772271
Salesforce Transit Center Bay 30 (50030) San Francisco,37.7897728,-122.3958157,37.7897228,37.7898228,-122.3958657,-122.3957657
Salesforce Transit Center CA USA,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
Fruitvale/Blossom CA USA,37.7895381,-122.2205448,37.7894881,37.7895881,-122.2205948,-122.2204948
College/Dwight CA USA,37.86431565,-122.26687387102272,37.8640947,37.8645322,-122.2671688,-122.2665652
Shellmound St & Christie Av (52389) Emeryville,37.830495,-122.2928991,37.8304119,37.830495,-122.2928991,-122.2928926
Tewksbury Av & Castro St (58600) Richmond,37.9287274,-122.3870618,37.9287156,37.9287449,-122.3871604,-122.3869945
Monroe Av & 10th St (51768) Albany,43.4953982,-97.2113232,43.488106,43.4997434,-97.21171,-97.2111151
Market St & 55th St (58118) Oakland,35.0616172,-85.308698,35.0561878,35.0616172,-85.3097452,-85.308698
Salesforce Transit Center Bay 30 (50030) San Francisco,37.7897728,-122.3958157,37.7897228,37.7898228,-122.3958657,-122.3957657
n/a Richmond,39.830035,-84.912953,39.830035,39.830041,-84.91589,-84.912953
12th and broadway Oakland,40.1236518,-88.2076268,40.1236018,40.1237018,-88.2076768,-88.2075768
Salesforce Trabsit Center San Francisco,NA,NA,NA,NA,NA,NA
B street and Silvers St Hayward,NA,NA,NA,NA,NA,NA
Mission Blvd & Mohave Dr (55277) Fremont,31.9259051,-102.2787734,31.9205189,31.9288395,-102.2839636,-102.2754627
MacArthur Blvd & Richard's Gate (Mills College) (52277) Oakland,37.7929815,-122.1999207,37.7927757,37.7930757,-122.2000027,-122.1997396
MacArthur Blvd & Richard's Gate (Mills College) (52277) Oakland,37.7929815,-122.1999207,37.7927757,37.7930757,-122.2000027,-122.1997396
Shattuck Av & University Av (57776) Berkeley,37.8480994,-122.265547,37.8445156,37.8520303,-122.2660822,-122.2650837
Richmond BART Richmond,37.9364829,-122.3538432,37.9364329,37.9365329,-122.3538932,-122.3537932
Seminary Av & Roberts Av (58548) Oakland,37.5623483,-77.4451598,37.5618175,37.5637686,-77.4451744,-77.4451162
Solano Av & Kains Av (55395) Albany,38.1053419,-122.2322489,38.1053101,38.1053419,-122.2323063,-122.2322489
Thomas L Berkley Way (20th St) & Broadway (53888) Oakland,37.8093464,-122.2690128,37.8090326,37.8095673,-122.2695941,-122.2682388
Stanford Av & King St (54688) Oakland,37.4102702,-122.1609367,37.4101701,37.4106444,-122.1610183,-122.16062
52307 CA USA,33.93886305,-81.1139715103596,33.9260513,33.9518025,-81.1415194,-81.1036496
W MacArthur Blvd & Piedmont Av (57977) Oakland,37.8225344,-122.2557294,37.8225344,37.8227132,-122.2559841,-122.2557294
"Salesforce Transit Center Bay 35, San Francisco CA USA",37.79036,-122.395475,37.79031,37.79041,-122.395525,-122.395425
29th:Railroad Crossing Oakland,37.7775924,-122.2308802,37.7775424,37.7776424,-122.2309302,-122.2308302
Fruitvale BART (59000) Oakland,37.7757945,-122.2254889,37.7757445,37.7758445,-122.2255389,-122.2254389
Hesperian and Southland mall CA USA,NA,NA,NA,NA,NA,NA
2890 Martin Luther King Jr. Way CA USA,NA,NA,NA,NA,NA,NA
Bay Fair BART (53684) San Leandro,37.696621,-122.125583,37.696571,37.696671,-122.125633,-122.125533
Richmond Parkway Richmond,40.59360835,-74.11625347480978,40.5849392,40.6020683,-74.1290393,-74.1134538
Downtown San Leandro,37.7215601,-122.160584,37.7165601,37.7265601,-122.165584,-122.155584
Hegenberger Rd & Edes Av (56782) Oakland,37.7499376,-122.1963953,37.7497085,37.7501624,-122.1964194,-122.1963551
Union City BART Union City,37.5904337,-122.0176108,37.5903837,37.5904837,-122.0176608,-122.0175608
Castro Valley BART Castro Valley,37.691624,-122.074833,37.691574,37.691674,-122.074883,-122.074783
Market St & Sutter St (56876) San Francisco,35.0616172,-85.308698,35.0561878,35.0616172,-85.3097452,-85.308698
West Oakland Bart Oakland,37.8052943,-122.2956635,37.8052443,37.8053443,-122.2957135,-122.2956135
Grand Av & Perkins St (55542) Oakland,41.5416982,-90.56233598208806,41.5410245,41.5451764,-90.5646707,-90.55996
Warm Springs Blvd & Mayten Way (53505) Fremont,37.5050226,-121.9378314,37.5049014,37.5051437,-121.9378747,-121.937788
University Av & Shattuck Av (54466) Berkeley,34.3650578,-89.5323765,34.3649124,34.3652274,-89.5338825,-89.531078
Uptown Oakland SB (52579) Oakland,NA,NA,NA,NA,NA,NA
Fremont Blvd & Sundale Dr (51011) Fremont,37.5451767,-121.9818686,37.5449756,37.5455624,-121.9825944,-121.9814902
51714 CA USA,37.5020142,-121.938046,37.5019642,37.5020642,-121.938096,-121.937996
Bart Station CA USA,37.662175,-122.4433032,37.6620935,37.6623226,-122.4434415,-122.4430741
Eastmont Transit Center (55175) Oakland,37.7687695,-122.1741488,37.7687195,37.7688195,-122.1741988,-122.1740988
11th St & Clay St (59444) Oakland,39.9517977,-75.1583456,39.9467977,39.9567977,-75.1633456,-75.1533456
n/a CA USA,34.2727885,-119.2609533,34.2727385,34.2728385,-119.2610033,-119.2609033
Rumrill Blvd & Brookside Dr (56335) San Pablo,37.9688257,-122.3445715,37.9685311,37.9689823,-122.345318,-122.3441674
None CA USA,40.3697358,-121.561128,40.3696858,40.3697858,-121.561178,-121.561078
Foothill Blvd & 26th Av (52900) Oakland,37.7959158,-122.2507026,37.7948685,37.7970687,-122.2520042,-122.2495137
"27467 Hesperian Blvd, Hayward CA USA",37.629612855400914,-122.0961196695674,37.629562855401,37.629662855401,-122.09616966957,-122.09606966957
Richmond Point Richmond,37.9240915,-122.3891383,37.9140915,37.9340915,-122.3991383,-122.3791383
Decoto Rd & Fremont Blvd (50501) Fremont,37.5659579,-122.0367202,37.5655935,37.5659579,-122.0370198,-122.0367202
73rd Av & Bancroft Av (55527) Oakland,40.7247013,-73.8206636,40.7247013,40.7248069,-73.8206636,-73.8202892
14th St & Mandela Pkwy (53387) Oakland,40.7380466,-73.9963408,40.7330466,40.7430466,-74.0013408,-73.9913408
14th St & Broadway (12th St BART) (55503) Oakland,40.7380466,-73.9963408,40.7330466,40.7430466,-74.0013408,-73.9913408
14th St & Mandela Pkwy (53387) Oakland,40.7380466,-73.9963408,40.7330466,40.7430466,-74.0013408,-73.9913408
na CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
None CA USA,40.3697358,-121.561128,40.3696858,40.3697858,-121.561178,-121.561078
66th Av & Coliseum Way (56452) Oakland,40.7183195,-73.8634787,40.7182436,40.7183195,-73.8636688,-73.8634787
Hesperian Blvd and 97th Hayward,NA,NA,NA,NA,NA,NA
Richmond Pkwy & Lakeside Dr (58775) San Pablo,40.59360835,-74.11625347480978,40.5849392,40.6020683,-74.1290393,-74.1134538
Richmond BART (51646) Richmond,37.9364829,-122.3538432,37.9364329,37.9365329,-122.3538932,-122.3537932
Warmsprings BART (52057) Fremont,NA,NA,NA,NA,NA,NA
San Leandro St & Coliseum BART Walkway (59599) Oakland,37.7317644,-122.1701425,37.7317016,37.7319337,-122.1703526,-122.1700685
University Av & Martin Luther King Jr Way (57557) Berkeley,34.3650578,-89.5323765,34.3649124,34.3652274,-89.5338825,-89.531078
NA CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
7th st and West oakland station Oakland,37.8063602,-122.2993116,37.8060889,37.8067679,-122.3011596,-122.2981685
Hayward BART (50511) Hayward,37.669764,-122.086625,37.669714,37.669814,-122.086675,-122.086575
City Center NB (52584) Oakland,46.405275,-67.5616855,46.385275,46.425275,-67.5816855,-67.5416855
Fruitvale BART (55886) Oakland,37.7757945,-122.2254889,37.7757445,37.7758445,-122.2255389,-122.2254389
San Leandro BART (55005) San Leandro,37.7215513,-122.160358,37.7215013,37.7216013,-122.160408,-122.160308
63rd ave Macarthur Oakland,NA,NA,NA,NA,NA,NA
Webster St & Atlantic Av (59400) Alameda,42.285432,-94.29342,42.28528,42.285461,-94.294864,-94.291172
Harrison St & Grand Av (52381) Oakland,47.54628595,-121.98952416509258,47.543454,47.549262,-121.9938106,-121.9856984
Hayward Bart station Hayward,37.669764,-122.086625,37.669714,37.669814,-122.086675,-122.086575
NA Berkeley,37.8739663,-122.2834392,37.8689663,37.8789663,-122.2884392,-122.2784392
Hilltop Mall (57888) Richmond,37.9806212,-122.32844102727108,37.9780757,37.9833442,-122.3326542,-122.3242347
Webster St & Willie Stargell Av (50542) Alameda,42.285432,-94.29342,42.28528,42.285461,-94.294864,-94.291172
164th St & E 14th St (55760) Hayward,40.734945,-73.804938,40.7317569,40.73811,-73.8051571,-73.8047444
Ashby Oakland,42.6304113,-83.396401,42.6303984,42.6306034,-83.3969217,-83.3956762
Shattuck Av & Vine St (55652) Berkeley,37.8480994,-122.265547,37.8445156,37.8520303,-122.2660822,-122.2650837
85th Av & San Leandro St (57871) Oakland,40.7019594,-73.8356347,40.7019594,40.702011,-73.8356347,-73.8352721
West Oakland BART (53553) Oakland,37.8052943,-122.2956635,37.8052443,37.8053443,-122.2957135,-122.2956135
San Pablo El Cerrito,-23.4828942,-48.2247202,-23.5028942,-23.4628942,-48.2447202,-48.2047202
Villa Vista and Carson Oakland,NA,NA,NA,NA,NA,NA
Eastmont Transit Center (55175) Oakland,37.7687695,-122.1741488,37.7687195,37.7688195,-122.1741988,-122.1740988
Bayfair Bart Oakland,NA,NA,NA,NA,NA,NA
14710 Wiley St San Leandro,37.696763582831174,-122.1570097200059,37.696713582831,37.696813582831,-122.15705972001,-122.15695972001
Albany Albany,42.6511674,-73.754968,42.4911674,42.8111674,-73.914968,-73.594968
Grimmer Blvd & Irvington Av (56157) Fremont,37.513926,-121.9657443,37.5129162,37.5156128,-121.9667268,-121.9651553
Macarthur ave and Oakland ave Oakland,NA,NA,NA,NA,NA,NA
Uptown Oakland SB (52579) Oakland,NA,NA,NA,NA,NA,NA
Brockview and Grant San Leandro,NA,NA,NA,NA,NA,NA
Fremont Bart Station Fremont,37.5574802,-121.9766318,37.5524802,37.5624802,-121.9816318,-121.9716318
San Pablo Av & Potrero Av (55506) El Cerrito,37.9569006,-122.3375187,37.9566735,37.9569006,-122.3375187,-122.3372024
Lakeshore CA USA,37.2521504,-119.1737399,37.2321504,37.2721504,-119.1937399,-119.1537399
Huntwood Av & San Luis Obispo Av (55793) Hayward,37.6212935,-122.0564089,37.6210752,37.6214335,-122.0565866,-122.0561311
El Cerrito Bart El Cerrito,37.9024917,-122.2992889,37.9024417,37.9025417,-122.2993389,-122.2992389
MacArthur Blvd & 88th Av (51363) Oakland,37.7929815,-122.1999207,37.7927757,37.7930757,-122.2000027,-122.1997396
Sundale bus Fremont,37.5465398,-121.9787053,37.5452667,37.5480411,-121.9802342,-121.9775338
Cedar Blvd & Mowry Av (53393) Newark,37.5255751,-122.008604,37.5249992,37.5264458,-122.0089782,-122.0077913
Jack London Square Oakland,37.79377325,-122.27148485000001,37.7935724,37.7939741,-122.2717145,-122.2712552
NA Oakland,40.4470403,-79.9533557,40.4413628,40.4603095,-79.9633837,-79.9465034
None None,44.9379672,7.5400398,44.9329672,44.9429672,7.5350398,7.5450398
Harbour Way South & Maine Av (52189) Richmond,37.9286099,-122.3600456,37.9286099,37.929187,-122.3600456,-122.3600425
Warm Springs Blvd & Starlite Way (55160) Fremont,37.5050226,-121.9378314,37.5049014,37.5051437,-121.9378747,-121.937788
Hilltop Mall Richmond,37.9806212,-122.32844102727108,37.9780757,37.9833442,-122.3326542,-122.3242347
Fruitvale BART (51333) Alameda,37.7757945,-122.2254889,37.7757445,37.7758445,-122.2255389,-122.2254389
Williams St & Doolittle Dr (53804) San Leandro,59.5851821,16.591848209711287,59.5850071,59.5853622,16.5916104,16.5921374
Fruitvale Ave:School Oakland,37.7693349,-122.2299791,37.7693349,37.7694834,-122.2299791,-122.229913
98th & McArthur CA USA,-26.2236036,27.8279943,-26.2240505,-26.2234809,27.8261013,27.8284986
Blanding Av & Broadway (55987) Alameda,35.0574862,-89.9077276,35.0574698,35.0575526,-89.9105701,-89.907104
Kaiser Hospital San Leandro (51393) San Leandro,37.7055945,-122.1663727,37.7055445,37.7056445,-122.1664227,-122.1663227
San Pablo San Pablo,-7.1183111,-78.823435,-7.1441579,-7.0186465,-78.8831875,-78.6482011
Fruitvale Av & Foothill Blvd (55596) Oakland,37.7693349,-122.2299791,37.7693349,37.7694834,-122.2299791,-122.229913
Thomas L Berkeley Way (20th St) & Telegraph Av (52815) Oakland,NA,NA,NA,NA,NA,NA
414 S Saint George St. CA USA,NA,NA,NA,NA,NA,NA
Telegraph Av & Webster St (51114) Berkeley,51.4907794,0.0047589,51.4907546,51.4907947,0.004704,0.0048864
Sacramento St & University Av (55998) Berkeley,38.3329577,-121.2647797,38.332957,38.332964,-121.2675267,-121.262945
977 Aileen st CA USA,37.840375449999996,-122.27744634258971,37.8403104,37.8404664,-122.2775263,-122.277394
San Pablo and Harrison Berkeley,NA,NA,NA,NA,NA,NA
"539 30th St, Oakland Oakland",37.819077500000006,-122.26832909999999,37.8190054,37.8191496,-122.2683896,-122.2682686
Broadway & 12th St (12th St BART) (55222) Oakland,52.0353825,-1.8618609,52.0153825,52.0553825,-1.8818609,-1.8418609
Telegraph Av & 49th St (51734) Oakland,51.4907794,0.0047589,51.4907546,51.4907947,0.004704,0.0048864
MacArthur Blvd & Lakeshore Av (55576) Oakland,37.7929815,-122.1999207,37.7927757,37.7930757,-122.2000027,-122.1997396
San Leandro BART (52541) San Leandro,37.7215513,-122.160358,37.7215013,37.7216013,-122.160408,-122.160308
n/a CA USA,34.2727885,-119.2609533,34.2727385,34.2728385,-119.2610033,-119.2609033
None CA USA,40.3697358,-121.561128,40.3696858,40.3697858,-121.561178,-121.561078
San Pablo Av & Milton St (55707) Oakland,37.9569006,-122.3375187,37.9566735,37.9569006,-122.3375187,-122.3372024
San Leandro BART (55005) San Leandro,37.7215513,-122.160358,37.7215013,37.7216013,-122.160408,-122.160308
MacArthur at 62nd Ave Oakland,NA,NA,NA,NA,NA,NA
98th Avenue (52462) Oakland,37.7261901,-122.2008642,37.7236379,37.7276797,-122.2010842,-122.1986684
Near 1528 Morton Street on Santa Clara Ave on 52A CA USA,NA,NA,NA,NA,NA,NA
Salesforce Transit Center Bay 28 (50028) San Francisco,37.7896219,-122.3960067,37.7895719,37.7896719,-122.3960567,-122.3959567
Harrison St & 29th St (53477) Oakland,47.54628595,-121.98952416509258,47.543454,47.549262,-121.9938106,-121.9856984
Carlson Blvd & S 55th St (55698) Richmond,37.9167428,-122.3270499,37.9167428,37.9169998,-122.3273394,-122.3270499
Regina St & Ashby Berkeley,-26.1430258,28.1052574,-26.1436912,-26.1422246,28.1049773,28.1054669
High Street (52513) Oakland,37.7650798,-122.2243655,37.7648689,37.7650798,-122.2246045,-122.2243655
University Av & San Pablo Av (55996) Berkeley,34.3650578,-89.5323765,34.3649124,34.3652274,-89.5338825,-89.531078
Bay bridge CA USA,37.8561986,-122.4785111,37.8561486,37.8562486,-122.4785611,-122.4784611
Richmond BART (51673) Richmond,37.9364749,-122.3535006,37.9364249,37.9365249,-122.3535506,-122.3534506
Salesforce Transit Center Bay 32 (50032) San Francisco,37.7899223,-122.3956266,37.7898723,37.7899723,-122.3956766,-122.3955766
98th Av & E St (59923) Oakland,40.7160399,-73.7404871,40.715398,40.716496,-73.743039,-73.737601
SaleForce Transit San Francisco,NA,NA,NA,NA,NA,NA
Oakland International Airport (50275) Oakland,37.7131093,-122.2123989,37.7081093,37.7181093,-122.2173989,-122.2073989
880 Freeway Southbound Fremont,33.9284703,-118.2383759,33.9284203,33.9285203,-118.2384259,-118.2383259
Adeline St & Fairview St (59928) Berkeley,32.8315825,-96.861353,32.8315779,32.831608,-96.8616323,-96.859828
2192 CA USA,33.93886305,-81.1139715103596,33.9260513,33.9518025,-81.1415194,-81.1036496
"Union Landing Transit Center, Union City CA USA",37.5987701,-122.066295,37.5987201,37.5988201,-122.066345,-122.066245
None CA USA,40.3697358,-121.561128,40.3696858,40.3697858,-121.561178,-121.561078
End of line CA USA,36.5995784,-80.8280884,36.586279,36.610037,-80.8291929,-80.821384
8th Av & E 22nd St (54550) Oakland,40.7457939,-73.9981219,40.7452932,40.7463505,-73.9984812,-73.9977166
MacArthur Blvd & Maple Av (56400) Oakland,37.7929815,-122.1999207,37.7927757,37.7930757,-122.2000027,-122.1997396
14th Avenue NB (52536) Oakland,37.7883676,-122.2471061,37.7883368,37.788485,-122.2473262,-122.2468515
Telegraph Av & 46th St (55258) Oakland,51.4907794,0.0047589,51.4907546,51.4907947,0.004704,0.0048864
F and Mission street Union City,37.7853211,-122.4032648,37.7844843,37.7862613,-122.4042569,-122.4020414
End of line CA USA,36.5995784,-80.8280884,36.586279,36.610037,-80.8291929,-80.821384
Redwood Rd & Jamison Way (53987) Castro Valley,52.4461481,-2.2189692,52.446053,52.446245,-2.2189692,-2.2189545
67th Avenue (52494) Oakland,37.7698699,-122.17972,37.7692373,37.7708155,-122.1805872,-122.1795005
Webster St & Buena Vista Av (51551) Alameda,42.285432,-94.29342,42.28528,42.285461,-94.294864,-94.291172
Telegraph Av & 49th St (51734) Oakland,51.4907794,0.0047589,51.4907546,51.4907947,0.004704,0.0048864
Alcatraz and College Berkeley,37.8489394,-122.2699758,37.8488084,37.8490558,-122.2708984,-122.269109
Telegraph Av & 49th St (51734) Oakland,51.4907794,0.0047589,51.4907546,51.4907947,0.004704,0.0048864
Cutting Blvd & Ohlone Greenway (Del Norte BART) (52306) El Cerrito,37.9254254,-122.3214566,37.9253939,37.9254254,-122.3214566,-122.3208624
Adeline St & 7th St (50285) Oakland,32.8315825,-96.861353,32.8315779,32.831608,-96.8616323,-96.859828
Bay bridge CA USA,37.8561986,-122.4785111,37.8561486,37.8562486,-122.4785611,-122.4784611
Fremont BART (53000) Fremont,37.5575875,-121.9772771,37.5575375,37.5576375,-121.9773271,-121.9772271
